API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Mon Dec 16 00:27:08 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2030-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2040-Jan-01 00:00:00.0000 TDB
Step-size       : 7200 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2462777.500000000, A.D. 2030-Oct-03 00:00:00.0000,  1.476207237384257E+08,  2.464276497105361E+07,  5.808031263085082E+03, -5.374417263561996E+00,  2.928073115129743E+01, -2.981306144263840E-03,
2462782.500000000, A.D. 2030-Oct-08 00:00:00.0000,  1.447572404677861E+08,  3.718304584618776E+07,  4.706813471654430E+03, -7.873673726991598E+00,  2.874150467178138E+01, -1.959931527206749E-03,
2462787.500000000, A.D. 2030-Oct-13 00:00:00.0000,  1.408256180870135E+08,  4.944641912865473E+07,  4.125583503331989E+03, -1.031919531046014E+01,  2.800015123022854E+01, -8.445787613560185E-04,
2462792.500000000, A.D. 2030-Oct-18 00:00:00.0000,  1.358497818485386E+08,  6.134616116842532E+07,  3.824289036907256E+03, -1.270648492637291E+01,  2.705714428911923E+01, -7.477056818068206E-04,
2462797.500000000, A.D. 2030-Oct-23 00:00:00.0000,  1.298575991135548E+08,  7.279388286912385E+07,  3.328790275882930E+03, -1.502141204772564E+01,  2.590641954461221E+01, -1.672233894048247E-03,
2462802.500000000, A.D. 2030-Oct-28 00:00:00.0000,  1.228851761704875E+08,  8.369851525809352E+07,  2.369173667531461E+03, -1.723911394854782E+01,  2.454234997884305E+01, -2.619263676779227E-03,
2462807.500000000, A.D. 2030-Nov-02 00:00:00.0000,  1.149824801442706E+08,  9.396924327681202E+07,  1.302147228524089E+03, -1.932261125264080E+01,  2.297632628447287E+01, -2.045450718947350E-03,
2462812.500000000, A.D. 2030-Nov-07 00:00:00.0000,  1.062123006416885E+08,  1.035255418833564E+08,  7.196789729446173E+02, -2.125482252661413E+01,  2.123923147058778E+01, -6.662022917387489E-04,
2462817.500000000, A.D. 2030-Nov-12 00:00:00.0000,  9.664012118137419E+07,  1.122977288878436E+08,  6.206434977725148E+02, -2.303532089635374E+01,  1.934751659851173E+01,  1.887172655479219E-05,
2462822.500000000, A.D. 2030-Nov-17 00:00:00.0000,  8.633246891136554E+07,  1.202201948066850E+08,  5.662261282876134E+02, -2.465798414599507E+01,  1.730578981960546E+01, -4.440206997653462E-04,
2462827.500000000, A.D. 2030-Nov-22 00:00:00.0000,  7.536045628062585E+07,  1.272287563581346E+08,  1.419303550720215E+02, -2.610783055531996E+01,  1.511704514997457E+01, -1.531380203969590E-03,
2462832.500000000, A.D. 2030-Nov-27 00:00:00.0000,  6.380399422114675E+07,  1.332611872472079E+08, -6.281968565806746E+02, -2.735813161441035E+01,  1.278965000988554E+01, -1.736073221073831E-03,
2462837.500000000, A.D. 2030-Dec-02 00:00:00.0000,  5.175562645597520E+07,  1.382639061680837E+08, -1.121441629782319E+03, -2.838362801499260E+01,  1.035715992984992E+01, -4.181553778335179E-04,
2462842.500000000, A.D. 2030-Dec-07 00:00:00.0000,  3.931233841383760E+07,  1.421995787973601E+08, -1.016720883220434E+03, -2.918810215450935E+01,  7.853156284480129E+00,  7.599991945506090E-04,
2462847.500000000, A.D. 2030-Dec-12 00:00:00.0000,  2.656804779505765E+07,  1.450408566007418E+08, -6.279931683167815E+02, -2.977743623962904E+01,  5.292229319516633E+00,  8.395396283544798E-04,
